Central Density (g/cm^3),Radius (km),Mass (M_sun)
240000000000000.0,20.0,0.1342675055373211
248103639949967.8,20.0,0.1413764568781227
256207279899935.62,20.0,0.14887832076669172
264310919849903.44,19.870768156901807,0.1572688135849939
272414559799871.25,18.7547128886923,0.16608520121483294
280518199749839.06,17.83429894373439,0.17529783675365349
288621839699806.9,17.06806827455375,0.18489756619256512
296725479649774.7,16.423523915064624,0.1948672434565303
304829119599742.5,15.876422149908322,0.2051953504326819
312932759549710.4,15.409098513627214,0.21586743896861674
321036399499678.1,15.006903490783792,0.22685917571778763
329140039449646.0,14.65879983361533,0.23816685962863476
337243679399613.75,14.356278484677144,0.24980059924707917
345347319349581.6,14.089579326247703,0.26179220855151764
353450959299549.44,13.853277801966533,0.27418890582944205
361554599249517.25,13.645630346428971,0.28690619899375247
369658239199485.06,13.462199946343834,0.2999177091986595
377761879149452.9,13.299682053664089,0.313199347007992
385865519099420.7,13.15548737241818,0.3267690982291652
393969159049388.5,13.027499528683032,0.3406005496673634
402072798999356.3,12.913400559306757,0.3546849884461983
410176438949324.1,12.811460618995637,0.3690002102282309
418280078899291.94,12.720211143032042,0.3835506299790628
426383718849259.75,12.638309403348991,0.3983261900473126
434487358799227.56,12.565491609322338,0.41322047133503437
442590998749195.4,12.50064198382779,0.4282208299697277
450694638699163.2,12.442240699607026,0.4434122578970261
458798278649131.0,12.389330416011566,0.4587469482070597
466901918599098.9,12.341948542642752,0.4742572323173695
475005558549066.6,12.298936368972324,0.48989891415018627
483109198499034.5,12.260385795717685,0.5057041223775628
491212838449002.25,12.225556254693528,0.5216525906770145
499316478398970.1,12.194382737680588,0.5377220270259405
507420118348937.9,12.165291328559196,0.5538760009364139
515523758298905.75,12.139835676776439,0.5701855057970875
523627398248873.56,12.11649243106077,0.5864153977942743
531731038198841.4,12.096252586662306,0.6025600362171776
539834678148809.2,12.0770884326479,0.6187313617930517
547938318098777.0,12.059764366933356,0.6349606928433317
556041958048744.8,12.044070121602028,0.6512448277766194
564145597998712.6,12.030051448686775,0.6675887341412956
572249237948680.5,12.017211129245348,0.6839553090160578
580352877898648.2,12.005169566596768,0.7003476361742589
588456517848616.0,11.994341968730325,0.7167761791936268
596560157798583.9,11.984302163848254,0.7331924016600491
604663797748551.8,11.974798040726176,0.7496227212427133
612767437698519.5,11.96618326803435,0.766051846841015
620871077648487.2,11.958649308845796,0.782121688468326
628974717598455.1,11.951259710418041,0.7981117692304789
637078357548423.0,11.944856022413243,0.8141258453922199
645181997498390.8,11.938530051166545,0.830055672708156
653285637448358.5,11.932550455900593,0.8459594298804537
661389277398326.4,11.926871788444325,0.861824456622498
669492917348294.2,11.921486010904538,0.8776374915376397
677596557298262.0,11.916303414176372,0.8933888842197089
685700197248229.9,11.911366048960236,0.9091183957611939
693803837198197.8,11.90652621719297,0.9247700519631348
701907477148165.5,11.902140831859622,0.9403649136230359
710011117098133.2,11.89746727350582,0.9557611284244951
718114757048101.1,11.893027024857155,0.9708057484747138
726218396998069.0,11.88868681076251,0.985765144346665
734322036948036.8,11.884324725493949,1.0006463678487745
742425676898004.5,11.88037972128544,1.0154171105243588
750529316847972.4,11.875742367005472,1.0301071247937381
758632956797940.2,11.871469526469948,1.044712289372753
766736596747908.0,11.867378934297848,1.0592384840878943
774840236697875.8,11.862861679425345,1.073644325474489
782943876647843.6,11.858416798748495,1.0879405762884526
791047516597811.5,11.854225725436606,1.1021616137367118
799151156547779.2,11.849511485786838,1.1162757598813022
807254796497747.1,11.844722744680974,1.1301625473890413
815358436447714.9,11.84022201515736,1.1437290520236567
823462076397682.8,11.835377574087397,1.157117843265218
831565716347650.5,11.83065939643485,1.1704084542183097
839669356297618.4,11.825940547250745,1.1836219784355213
847772996247586.1,11.820940084973847,1.1966842646214977
855876636197554.0,11.815814667138753,1.2096286329514905
863980276147521.8,11.810663172323524,1.222439865179856
872083916097489.6,11.805377791006828,1.2351782220921201
880187556047457.4,11.800028157960542,1.2477871231007682
888291195997425.2,11.794524165328422,1.2602760542835534
896394835947393.0,11.788857318771358,1.2726429680884186
904498475897360.9,11.783102407949562,1.2848824701528045
912602115847328.6,11.777517470614962,1.2968057657811958
920705755797296.5,11.771569183744793,1.308470690196393
928809395747264.2,11.765984578274463,1.320050515430806
936913035697232.1,11.759530844942764,1.3314632090911898
945016675647200.0,11.753503421174253,1.3427848314278816
953120315597167.8,11.74722315953033,1.3539514886980129
961223955547135.6,11.741152757383697,1.3651053901576458
969327595497103.4,11.734579694015519,1.3760272630052302
977431235447071.2,11.727833275015044,1.3868707489388774
985534875397039.0,11.721127870639755,1.3975993368482835
993638515347006.9,11.714285783560264,1.4081746358136418
1001742155296974.6,11.707379316332808,1.4186736978893268
1009845795246942.5,11.700576912120475,1.429076190056819
1017949435196910.2,11.693458020806135,1.4390957107959617
1026053075146878.1,11.68636925296865,1.4489480915034854
1034156715096845.9,11.679397085137275,1.458748581269233
1042260355046813.8,11.67210173033337,1.4683898699547142
1050363994996781.5,11.664710828191582,1.4778945192365367
1058467634946749.4,11.657386588780735,1.4873341765451176
1066571274896717.1,11.649900320556165,1.4966227303680038
1074674914846685.0,11.642376215052654,1.5058374967428814
1082778554796652.8,11.634766390679246,1.5148940816619019
1090882194746620.6,11.62718075277592,1.5238795625487307
1098985834696588.4,11.619154057557424,1.5327240266632352
1107089474646556.2,11.610935954698713,1.5414553054665068
1115193114596524.1,11.603165908767211,1.5501554814284992
1123296754546491.9,11.595142313404919,1.5585477793029061
1131400394496459.8,11.587322919174111,1.5667741923728298
1139504034446427.5,11.579277888273227,1.574837952534793
1147607674396395.5,11.571498057197951,1.5828459187897665
1155711314346363.0,11.563210353025713,1.5907143052117256
1163814954296331.0,11.555151685530902,1.5985253140486957
1171918594246298.8,11.546812375306184,1.6062026449726095
1180022234196266.5,11.538509884997755,1.6137902274621365
1188125874146234.5,11.530398355809778,1.6212908626705531
1196229514096202.2,11.521658607040006,1.6286380872036086
1204333154046170.0,11.513229807486972,1.6359495737550354
1212436793996138.0,11.504655897436026,1.6431427116405497
1220540433946105.5,11.495892108103561,1.650209716851459
1228644073896073.5,11.487213313185372,1.6572054655164863
1236747713846041.2,11.478852144100996,1.6640819707536836
1244851353796009.0,11.470442740079072,1.670735520710767
1252954993745977.0,11.461995894316386,1.6773023754644953
1261058633695944.8,11.453265782845623,1.6837634375396766
1269162273645912.5,11.444504824178582,1.690137244890477
1277265913595880.5,11.436013011378563,1.6964305625377254
1285369553545848.2,11.427195433299737,1.7026740176731023
1293473193495816.0,11.418327833592045,1.7087819771993056
1301576833445784.0,11.409615040589024,1.7148691231738016
1309680473395751.5,11.400751827121649,1.7208031597708242
1317784113345719.5,11.391869026369701,1.726644214449087
1325887753295687.2,11.382991963304793,1.732507017977633
1333991393245655.0,11.374015055089167,1.738185450992692
1342095033195623.0,11.364916028470436,1.7438257297074367
1350198673145590.8,11.356008193510837,1.7494085518606413
1358302313095558.5,11.347208683414122,1.754770329092235
1366405953045526.2,11.338577382320578,1.7600372704122338
