Central Density (g/cm^3),Radius (km),Mass (M_sun)
240000000000000.0,15.887953134025281,0.3766867514128012
245497865839411.16,15.756772489095354,0.39203237244600114
250995731678822.28,15.639951978038612,0.4075242876855132
256493597518233.44,15.534858197216776,0.4231351260851916
261991463357644.56,15.44080588633079,0.4388616994847566
267489329197055.72,15.35605601169369,0.45467880899003804
272987195036466.84,15.279529194606319,0.47057281589840433
278485060875878.0,15.210293914824605,0.48652899172540104
283982926715289.1,15.147430324859751,0.5025382071664343
289480792554700.25,15.090424454243886,0.5185873651233587
294978658394111.44,15.038322134664513,0.5346810639687939
300476524233522.56,14.990820716490012,0.550800584469537
305974390072933.7,14.947198164573328,0.5669429075773973
311472255912344.9,14.907136179761345,0.5830981617558808
316970121751756.0,14.870346144168796,0.5992637828773071
322467987591167.1,14.836280323056766,0.6154329008806633
327965853430578.25,14.804909818094844,0.6315994571144143
333463719269989.44,14.775846457780695,0.6477497407502408
338961585109400.56,14.74870499077672,0.6638833497182187
344459450948811.7,14.723407304069585,0.6799876628130993
349957316788222.9,14.699936553163267,0.6960642360234057
355455182627634.0,14.677788667422467,0.7120936011555123
360953048467045.1,14.657214056546222,0.7280878217922584
366450914306456.25,14.637698847468975,0.7440314516724441
371948780145867.44,14.61928636912343,0.7599132284010519
377446645985278.56,14.601914426767035,0.7757375687386749
382944511824689.75,14.585392067004141,0.791484589453474
388442377664100.9,14.569651723019113,0.8071591634138194
393940243503512.0,14.554680769387947,0.8227668394444158
399438109342923.1,14.540383122729592,0.8382933281629402
404935975182334.25,14.526654405543756,0.8537357520355685
410433841021745.4,14.513402234222868,0.8690831950072158
415931706861156.56,14.500548911725126,0.8843441764010841
421429572700567.75,14.488274325573277,0.8995325894009423
426927438539978.9,14.476199352053317,0.9145958015164518
432425304379390.0,14.464617188271,0.9295800075660415
437923170218801.1,14.453265270801657,0.9444515861322289
443421036058212.25,14.44216204410464,0.9592088526203316
448918901897623.4,14.43136542953808,0.9738486646305847
454416767737034.56,14.420670869556652,0.9883474757398166
459914633576445.7,14.410282752853224,1.0027313888039355
465412499415856.9,14.399955661517124,1.0169622443858306
470910365255268.0,14.389945917893021,1.0310829429252844
476408231094679.1,14.37993081663843,1.045093479706247
481906096934090.25,14.369933492902044,1.0590054503038344
487403962773501.4,14.359943806324546,1.0728227852810641
492901828612912.56,14.350046108595805,1.08656944355585
498399694452323.7,14.340100374865136,1.1002569586868174
503897560291734.9,14.330348188935687,1.1138970075076955
509395426131146.0,14.320588982219618,1.1274463257463547
514893291970557.1,14.310842542186247,1.1408717958968921
520391157809968.25,14.301096857984739,1.1541481498800052
525889023649379.44,14.29131846655267,1.1672332214475118
531386889488790.56,14.28184526001584,1.1801277835676318
536884755328201.7,14.272379255844347,1.1927674342205947
542382621167612.8,14.263015257417404,1.2051315137578889
547880487007024.0,14.254006561560313,1.2172075452776778
553378352846435.1,14.244827423823477,1.22892979754652
558876218685846.25,14.235904531380646,1.2403158220278199
564374084525257.5,14.2268777999441,1.2512923186360725
569871950364668.5,14.218310201682904,1.2618874356174863
575369816204079.8,14.209841673684931,1.2720555478584594
580867682043490.8,14.201598785783235,1.2818086648343099
586365547882902.0,14.19358614231555,1.2911523659938449
591863413722313.1,14.18551673241424,1.300154014897602
597361279561724.2,14.177573728624493,1.3088057605137682
602859145401135.5,14.169742062263095,1.3171683076609362
608357011240546.5,14.161900079377519,1.3252637256016921
