Central Density (g/cm^3),Radius (km),Mass (M_sun)
240000000000000.0,20.0,0.12008235031160217
246820852717173.72,20.0,0.12411430681591976
253641705434347.4,20.0,0.12838346837121145
260462558151521.12,20.0,0.13286481249007656
267283410868694.8,20.0,0.1375619254857322
274104263585868.53,20.0,0.14247331125456184
280925116303042.25,20.0,0.14759218117259115
287745969020215.94,19.943669288707525,0.15294808674701327
294566821737389.6,19.111557362690338,0.15851461762308142
301387674454563.4,18.379983063744763,0.16428566448282236
308208527171737.06,17.734497928484473,0.17027312609908388
315029379888910.75,17.16060527934181,0.1764762593318274
321850232606084.5,16.648022494091993,0.18287776677538292
328671085323258.2,16.190384186995892,0.18949327151078635
335491938040431.9,15.779808671975157,0.19630154982227563
342312790757605.6,15.410084854800687,0.20331174666104013
349133643474779.3,15.076087961360088,0.2105152589632139
355954496191953.0,14.773980994343763,0.21792463655256217
362775348909126.75,14.499558258695851,0.22551398622153776
369596201626300.44,14.251081213364643,0.23329566263851856
376417054343474.1,14.024233249983304,0.24125508864610457
383237907060647.9,13.817363717391961,0.24940806638836266
390058759777821.56,13.628075887372242,0.2577337382975338
396879612494995.25,13.454697211377828,0.26622835188244487
403700465212169.0,13.2959295421841,0.27489428140134553
410521317929342.7,13.150069275664697,0.2837309105282541
417342170646516.4,13.01618260005902,0.29272614979487677
424163023363690.1,12.892826991999073,0.3018836358165944
430983876080863.8,12.779529545163324,0.311171818493737
437804728798037.5,12.675774635460112,0.3205353733627497
444625581515211.25,12.58024012211699,0.3300255988993514
451446434232384.9,12.491213733752382,0.3397174458779587
458267286949558.6,12.408744989130444,0.349576521713676
465088139666732.4,12.33226381787366,0.3595599185738261
471908992383906.0,12.260814586867742,0.3697791542180387
478729845101079.75,12.194718721145158,0.38012286141935686
485550697818253.44,12.133356844045217,0.39063485807584447
492371550535427.1,12.075811499939347,0.4013188452877453
499192403252600.9,12.022775762992113,0.412132535892931
506013255969774.56,11.973006501933018,0.4232023534907615
512834108686948.25,11.926750795308337,0.4344327981368261
519654961404122.0,11.883642215277387,0.4457916577621736
526475814121295.7,11.843572400622127,0.45733152030832125
533296666838469.4,11.806393595446437,0.46900256155726744
540117519555643.1,11.771713324867047,0.48086212102510867
546938372272816.8,11.739400871143735,0.4929182232629425
553759224989990.5,11.70949966153563,0.5050935595399539
560580077707164.25,11.681620009849373,0.5174003731529563
567400930424338.0,11.656153728329059,0.5298228730822382
574221783141511.6,11.63226614523889,0.5423700334726143
581042635858685.4,11.61013838712273,0.5550387928377053
587863488575859.0,11.589699832245868,0.5678311748852047
594684341293032.8,11.570677035141221,0.5807783551618837
601505194010206.5,11.553129524499736,0.5938986518258308
608326046727380.2,11.536951184812859,0.6071188081822736
615146899444553.9,11.522010573853972,0.6204065001651218
621967752161727.6,11.508247471456537,0.6337932730091882
628788604878901.2,11.49568281655352,0.6472772580870654
635609457596075.0,11.483972610058345,0.6609129569712512
642430310313248.8,11.473187876225413,0.6746208443046623
649251163030422.5,11.46324541219137,0.6884108407571154
656072015747596.1,11.454269022062798,0.7023062861651007
662892868464769.8,11.445977691941819,0.7162516621640401
669713721181943.5,11.438543436299112,0.7302479101974843
676534573899117.2,11.431599160663074,0.7442850693504606
683355426616291.0,11.42544593001073,0.7583918133092385
690176279333464.8,11.419670560889191,0.7725153436941934
696997132050638.4,11.41446140055665,0.78668215231242
703817984767812.0,11.409830215522458,0.800903635764232
