Central Density (g/cm^3),Radius (km),Mass (M_sun)
240000000000000.0,20.0,0.10694882588268274
247004172103657.84,20.0,0.1091386780331317
254008344207315.72,20.0,0.11136466300740394
261012516310973.56,20.0,0.11361708898122025
268016688414631.44,20.0,0.11589265610624076
275020860518289.28,20.0,0.11887386385825752
282025032621947.1,20.0,0.12321504750670863
289029204725605.0,20.0,0.1280334521619676
296033376829262.9,20.0,0.1333306564699252
303037548932920.7,20.0,0.1391107700230367
310041721036578.56,20.0,0.14536432986920966
317045893140236.4,18.92862253975509,0.15209314475905503
324050065243894.25,17.953801246816596,0.15928376245080922
331054237347552.1,17.120710381997487,0.16693245437998291
338058409451210.0,16.405552731189598,0.17502356270130598
345062581554867.8,15.80664039654656,0.18329529005702921
352066753658525.7,15.300687659107956,0.19171027421515002
359070925762183.56,14.85982812821934,0.20045735311126275
366075097865841.4,14.474165459285325,0.20953376996546488
373079269969499.25,14.135137580971076,0.21892530236889748
380083442073157.1,13.836411276895081,0.22863148821183074
387087614176815.0,13.572482955881542,0.238640951997452
394091786280472.8,13.33873065026695,0.2489488580513898
401095958384130.7,13.130986841611886,0.25954502868365287
408100130487788.5,12.946057157354282,0.27042936712200755
415104302591446.4,12.781301085848469,0.28159928452482913
422108474695104.25,12.634246041698871,0.2930336074220194
429112646798762.1,12.502686024014531,0.30476224010676456
436116818902419.94,12.384709130078805,0.31671568470716854
443120991006077.8,12.279271869906651,0.3289469756571581
450125163109735.6,12.18451406154917,0.34141092199924644
457129335213393.5,12.100048960436794,0.3541649351333338
464133507317051.4,12.023675019339326,0.3671077493733222
471137679420709.25,11.955414395598243,0.38030292852977104
478141851524367.1,11.894059599072065,0.3937117076346443
485146023628024.94,11.839724907832657,0.4073785246133911
492150195731682.8,11.79019910783798,0.4212169892340904
499154367835340.6,11.746341295236414,0.4352900717958048
506158539938998.5,11.707038807375486,0.4495577772966108
513162712042656.4,11.671991065544589,0.4640202908336702
520166884146314.25,11.642343629454533,0.47798701822376094
