Central Density (g/cm^3),Radius (km),Mass (M_sun)
240000000000000.0,16.985087845996738,0.2257818515746374
248415872074671.94,16.42776828388169,0.24115607841359862
256831744149343.88,15.967950945233529,0.25702198131728954
265247616224015.84,15.584218422889947,0.273354221277434
273663488298687.78,15.263657551362487,0.29000571697211464
282079360373359.75,15.052376056697033,0.30296001786331445
290495232448031.7,14.868867198639249,0.3157350244271684
298911104522703.6,14.708140089571675,0.3283397929908863
307326976597375.56,14.565337052440656,0.3407899220120974
315742848672047.5,14.43767785754527,0.3530890019909657
324158720746719.44,14.322365146498887,0.3652468915060913
332574592821391.4,14.217805737323717,0.377269441684269
340990464896063.3,14.122249330496173,0.3891667080977181
349406336970735.25,14.034452753522825,0.4009295077558115
357822209045407.25,13.953252663842187,0.41258351743219607
366238081120079.2,13.877918479869454,0.42411590164388735
374653953194751.1,13.807714003444222,0.435543680138667
383069825269423.06,13.741893774453397,0.4468648003206465
391485697344095.0,13.680194797479562,0.45806847652005067
399901569418766.94,13.621881503716637,0.4691694335434164
408317441493438.9,13.566842632586656,0.48017783837516814
416733313568110.9,13.515054517524305,0.4910337258624656
425149185642782.75,13.466347023071783,0.5015405972422923
433565057717454.75,13.420453279888822,0.5119785225585027
441980929792126.6,13.376376738834665,0.5222940899829783
450396801866798.6,13.333774427430544,0.5324513371942221
458812673941470.56,13.293395852118103,0.542584468080615
467228546016142.5,13.254344281979362,0.5525718796697819
475644418090814.44,13.216710809033925,0.5624558558993143
484060290165486.4,13.180296054708267,0.5722392335361878
492476162240158.4,13.145142758930456,0.5819310964567638
500892034314830.25,13.110624985728652,0.5914909861425577
509307906389502.25,13.077618542660039,0.6010023245974718
517723778464174.1,13.045414553670795,0.610413023952023
526139650538846.1,13.014097041395335,0.6197261302883718
534555522613518.06,12.983585431718904,0.6289459317380963
542971394688190.0,12.953667530723573,0.6380802120868853
551387266762861.94,12.924386368434941,0.6471163291450962
559803138837533.9,12.896146568728948,0.6560786559131722
568219010912205.8,12.868530916426746,0.6648224914949196
576634882986877.8,12.841689045765257,0.6734754622897242
585050755061549.8,12.815481052707709,0.6820595161441477
593466627136221.8,12.789351090279407,0.6905029848024522
601882499210893.6,12.764106340165224,0.6988948226680908
610298371285565.5,12.739065129648818,0.7071864156107335
618714243360237.5,12.714713394559878,0.715420738844735
627130115434909.5,12.690442639553234,0.7235410459043154
635545987509581.4,12.666718193541032,0.7316054112140912
643961859584253.2,12.643259586149496,0.7395704998022143
652377731658925.2,12.620359891599708,0.7474886455911548
660793603733597.2,12.597503636188755,0.7552767292896321
669209475808269.2,12.575230372753456,0.7630400490632133
677625347882941.1,12.552784394203385,0.7706778353712158
686041219957613.0,12.530803939258112,0.7782587679250553
694457092032285.0,12.509483819540735,0.785805316206636
702872964106957.0,12.488271655078465,0.7932731076749713
711288836181628.9,12.467337257153343,0.8006067354996433
719704708256300.8,12.446307790941047,0.807768101939494
728120580330972.8,12.426122330404404,0.8149165572561596
736536452405644.8,12.405808883048786,0.821938059107538
744952324480316.8,12.386141633192269,0.8289422357583476
753368196554988.6,12.366457269324174,0.8358543494173025
761784068629660.5,12.34658230843189,0.8426648415505068
770199940704332.5,12.32744484424555,0.8494542182566447
778615812779004.5,12.308246767783272,0.8561398471424571
787031684853676.4,12.289053854073712,0.8627736142432477
795447556928348.2,12.270247868610827,0.8693369522892666
803863429003020.2,12.251537169666092,0.8758262624955969
812279301077692.2,12.232987700128584,0.8822641331592522
820695173152364.1,12.214609153749146,0.8886278847121677
829111045227036.1,12.196629844607026,0.8949790355439855
837526917301708.0,12.178178101511284,0.9011902142216248
845942789376380.0,12.160385333233952,0.9073891857724357
854358661451051.9,12.142622949180721,0.9135204692665029
862774533525723.9,12.124808784977175,0.9195844465593079
871190405600395.9,12.107209245112713,0.9254815896170627
879606277675067.8,12.090180138961431,0.9313655868220616
888022149749739.8,12.073046688951647,0.9371586271645918
896438021824411.6,12.05600839393934,0.9428957620071527
904853893899083.6,12.039242226519647,0.9485939008530997
913269765973755.5,12.022397622537396,0.954201160836689
921685638048427.5,12.00587632888001,0.9597827961278219
930101510123099.4,11.989240887235319,0.9652930251011078
938517382197771.4,11.972911622869242,0.9707472741846961
946933254272443.4,11.956458017918424,0.9761508203932082
955349126347115.2,11.940405399488169,0.9815159902339877
